,brand,model_name,bodyType,color,engineDisplacement,enginePower,fuelType,mileage,productionDate,vehicleTransmission,owners,pts,wd,wheel,state,tax,customs,price
2968,Hyundai,Hyundai Santa Fe IV,внедорожник 5 дв.,чёрный,2.2,200,Дизель,73163,2019,автоматическая,1 владелец,Оригинал,полный,Левый,Не требует ремонта,10000,Растаможен,2835000₽
2969,Volkswagen,Volkswagen Polo V,седан,бежевый,1.6,105,Бензин,159481,2012,автоматическая,2 владельца,Оригинал,передний,Левый,Не требует ремонта,2625,Растаможен,655000₽
2970,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Серебристый,1.6,123,бензин,,,Механическая,,,Передний,,,3075,,от 1117532₽
2971,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Серый,1.6,123,бензин,,,Механическая,,,Передний,,,3075,,от 1051246₽
2972,LADA,LADA (ВАЗ) Largus I,фургон,бежевый,1.6,87,Бензин,105586,2018,передний,Оригинал,Растаможен,Левый,Не требует ремонта,1 владелец,механическая,Рассмотрю варианты,699000₽
2973,Kia,Kia Rio IV Рестайлинг,седан,чёрный,1.6,123,Бензин,10945,2021,автоматическая,1 владелец,Оригинал,передний,Левый,Не требует ремонта,3075,Растаможен,1477000₽
2974,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Белый,1.6,123,бензин,,,Механическая,,,Передний,,,3075,,от 1113105₽
2975,Kia,Kia Rio 5-speed III,хэтчбек 5 дв.,белый,1.6,123,Бензин,186068,2012,механическая,1 владелец,Оригинал,передний,Левый,Не требует ремонта,3075,Растаможен,549000₽
2976,Hyundai,Hyundai i40 I,седан,белый,2.0,150,Бензин,137000,2014,автоматическая,2 владельца,Оригинал,передний,Левый,Не требует ремонта,5250,Растаможен,820000₽
2977,Mercedes-Benz,Mercedes-Benz GL-Класс 500 I (X164) Рестайлинг,внедорожник 5 дв.,чёрный,5.5,388,Бензин,157485,2010,автоматическая,3 или более,Дубликат,полный,Левый,Не требует ремонта,58200,Растаможен,1220000₽
2978,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Чёрный,1.6,123,бензин,,,Автоматическая,,,Передний,,,3075,,от 1221780₽
2979,Nissan,Nissan X-Trail II,внедорожник 5 дв.,чёрный,2.0,141,Бензин,201038,2008,механическая,2 владельца,Оригинал,полный,Левый,Не требует ремонта,4935,Растаможен,834000₽
2980,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Серебристый,1.6,123,бензин,,,Механическая,,,Передний,,,3075,,от 1051246₽
2981,Hyundai,Hyundai Santa Fe IV,внедорожник 5 дв.,синий,2.2,200,Дизель,28391,2020,автоматическая,1 владелец,Оригинал,полный,Левый,Не требует ремонта,10000,Растаможен,3270000₽
2982,Skoda,Skoda Fabia I,седан,серый,1.4,68,Бензин,67000,2002,передний,Оригинал,Растаможен,Левый,Не требует ремонта,1 владелец,механическая,TMB**************,390000₽
2983,Volvo,Volvo XC90 II Рестайлинг,внедорожник 5 дв.,серый,2.0,249,Бензин,15700,2020,автоматическая,2 владельца,Оригинал,полный,Левый,Не требует ремонта,20543,11 месяцев,6000000₽
2984,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Чёрный,1.6,123,бензин,,,Механическая,,,Передний,,,3075,,от 1117532₽
2985,Peugeot,Peugeot 308 I,хэтчбек 5 дв.,синий,1.6,120,Бензин,135459,2010,автоматическая,1 владелец,Оригинал,передний,Левый,Не требует ремонта,3000,Растаможен,445000₽
2986,Toyota,"Toyota Corolla AMT X (E140, E150)",седан,серый,1.6,124,Бензин,109450,2008,роботизированная,3 или более,Оригинал,передний,Левый,Не требует ремонта,3100,Растаможен,
2987,Ford,Ford Focus II Рестайлинг,хэтчбек 3 дв.,серебристый,1.4,80,Бензин,250000,2010,передний,Оригинал,Растаможен,Левый,Не требует ремонта,2 владельца,механическая,X9F**************,335000₽
2988,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Серый,1.6,123,бензин,,,Механическая,,,Передний,,,3075,,от 1117532₽
2989,Mercedes-Benz,"Mercedes-Benz E-Класс 240 III (W211, S211)",седан,чёрный,2.6,177,Бензин,290000,2002,задний,Дубликат,Растаможен,Левый,Не требует ремонта,3 или более,автоматическая,Рассмотрю варианты,
2990,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Серебристый,1.6,123,бензин,,,Механическая,,,Передний,,,3075,,от 1051246₽
2991,Hyundai,Hyundai Creta I,внедорожник 5 дв.,серебристый,1.6,123,Бензин,33000,2018,автоматическая,1 владелец,Оригинал,передний,Левый,Не требует ремонта,3075,3 года и 9 месяцев,1430000₽
2992,Hyundai,Hyundai Creta I Рестайлинг,внедорожник 5 дв.,белый,2.0,149,Бензин,23844,2020,автоматическая,1 владелец,Оригинал,полный,Левый,Не требует ремонта,5215,Растаможен,1879000₽
2993,BMW,BMW X5 25d IV (G05),внедорожник 5 дв.,белый,2.0,231,Дизель,10км,2021,автоматическая,1 владелец,Оригинал,полный,Левый,Не требует ремонта,17325,3 месяца,6390000₽
2994,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Бежевый,1.6,123,бензин,,,Автоматическая,,,Передний,,,3075,,от 1184172₽
2995,Land,Land Rover Range Rover Sport I Рестайлинг,внедорожник 5 дв.,коричневый,5.0,375,Бензин,78000,2011,автоматическая,1 владелец,Оригинал,полный,Левый,Не требует ремонта,56250,Растаможен,2690000₽
2996,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Чёрный,1.6,123,бензин,,,Механическая,,,Передний,,,3075,,от 1051246₽
2997,Hyundai,Hyundai i30 II,универсал 5 дв.,серебристый,1.6,130,Бензин,156211,2012,автоматическая,1 владелец,Оригинал,передний,Левый,Не требует ремонта,4550,Растаможен,745000₽
2998,Ford,Ford Escape I Рестайлинг,внедорожник 5 дв.,серый,2.3,155,Бензин,178000,2004,полный,Оригинал,Растаможен,Левый,Не требует ремонта,2 владельца,механическая,Рассмотрю варианты,465000₽
2999,Audi,Audi RS 3 II (8V),хэтчбек 5 дв.,серый,2.5,367,Бензин,151332,2015,роботизированная,3 или более,Оригинал,полный,Левый,Не требует ремонта,55050,Растаможен,3390000₽
3000,Mercedes-Benz,Mercedes-Benz GL-Класс 350 CDI BlueTEC II (X166),внедорожник 5 дв.,чёрный,3.0,249,Дизель,180000,2013,автоматическая,3 или более,Оригинал,полный,Левый,Не требует ремонта,18675,8 лет и 2 месяца,2875000₽
3001,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Серый,1.6,123,бензин,,,Механическая,,,Передний,,,3075,,от 1051246₽
3002,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Оранжевый,1.6,123,бензин,,,Автоматическая,,,Передний,,,3075,,от 1301543₽
3003,Audi,Audi A4 IV (B8) Рестайлинг,седан,синий,1.8,170,Бензин,118000,2013,вариатор,2 владельца,Оригинал,передний,Левый,Не требует ремонта,7650,Растаможен,920000₽
3004,Toyota,Toyota Corolla XII (E210),седан,красный,1.6,122,Бензин,44500,2019,вариатор,1 владелец,Оригинал,передний,Левый,Не требует ремонта,3050,Растаможен,1697000₽
3005,Land,Land Rover Range Rover Sport I Рестайлинг,внедорожник 5 дв.,белый,3.0,245,Дизель,146000,2012,автоматическая,3 или более,Оригинал,полный,Левый,Не требует ремонта,18375,1 год и 1 месяц,1580000₽
3006,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Серый,1.6,123,бензин,,,Автоматическая,,,Передний,,,3075,,от 1177506₽
3007,Lexus,Lexus NX 200 I Рестайлинг,внедорожник 5 дв.,серый,2.0,150,Бензин,5702,2021,вариатор,1 владелец,Оригинал,передний,Левый,Не требует ремонта,5250,Растаможен,3400000₽
3008,BMW,BMW X4 20d II (G02),внедорожник 5 дв.,коричневый,2.0,190,Дизель,27500,2020,автоматическая,1 владелец,Оригинал,полный,Левый,Не требует ремонта,10450,Растаможен,4399000₽
